
Current theta : [ -3.21569 , 2.55969 ] 


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0	0.999	0.139597	1.00871	1.00871	-3.21569	2.55969	0
1	0.997604	0.178136	1.01338	2.02209	-3.21569	2.55969	0
2	0.995823	0.215624	1.0189	3.04099	-3.21569	2.55969	0
3	0.993666	0.252067	1.02514	4.06613	-3.21569	2.55969	0
4	0.991146	0.287473	1.03199	5.09812	-3.21569	2.55969	0
5	0.988271	0.321848	1.03936	6.13748	-3.21569	2.55969	0
6	0.985053	0.355197	1.04714	7.18462	-3.21569	2.55969	0
7	0.981501	0.387526	1.05523	8.23985	-3.21569	2.55969	0
8	0.977625	0.418842	1.06357	9.30342	-3.21569	2.55969	0
9	0.973437	0.449149	1.07206	10.3755	-3.21569	2.55969	0
10	0.968945	0.478454	1.08064	11.4561	-3.21569	2.55969	0
11	0.964161	0.506762	1.08923	12.5453	-3.21569	2.55969	0
12	0.959093	0.53408	1.09777	13.6431	-3.21569	2.55969	0
13	0.953752	0.560413	1.10621	14.7493	-3.21569	2.55969	0
14	0.948148	0.585769	1.1145	15.8638	-3.21569	2.55969	0
15	0.942291	0.610155	1.12259	16.9864	-3.21569	2.55969	0
16	0.936189	0.633577	1.13043	18.1168	-3.21569	2.55969	0
17	0.929853	0.656043	1.13799	19.2548	-3.21569	2.55969	0
18	0.923293	0.677562	1.14523	20.4001	-3.21569	2.55969	0
19	0.916517	0.698142	1.15213	21.5522	-3.21569	2.55969	0
20	0.909536	0.717793	1.15866	22.7109	-3.21569	2.55969	0
21	0.902358	0.736523	1.16478	23.8756	-3.21569	2.55969	0
22	0.894993	0.754342	1.17049	25.0461	-3.21569	2.55969	0
23	0.887449	0.771263	1.17576	26.2219	-3.21569	2.55969	0
24	0.879737	0.787295	1.18058	27.4025	-3.21569	2.55969	0
25	0.871864	0.802449	1.18494	28.5874	-3.21569	2.55969	0
26	0.863839	0.81674	1.18882	29.7762	-3.21569	2.55969	0
27	0.855672	0.830178	1.19221	30.9684	-3.21569	2.55969	0
28	0.84737	0.842777	1.19512	32.1635	-3.21569	2.55969	0
29	0.838942	0.85455	1.19753	33.3611	-3.21569	2.55969	0
30	0.830397	0.865513	1.19945	34.5605	-3.21569	2.55969	0
31	0.821742	0.875678	1.20086	35.7614	-3.21569	2.55969	0
32	0.812985	0.885062	1.20178	36.9632	-3.21569	2.55969	0
33	0.804134	0.893679	1.2022	38.1654	-3.21569	2.55969	0
34	0.795197	0.901546	1.20213	39.3675	-3.21569	2.55969	0
35	0.786182	0.908678	1.20157	40.5691	-3.21569	2.55969	0
36	0.777095	0.915091	1.20053	41.7696	-3.21569	2.55969	0
37	0.767944	0.920802	1.19901	42.9686	-3.21569	2.55969	0
38	0.758736	0.925829	1.19701	44.1656	-3.21569	2.55969	0
39	0.749478	0.930188	1.19456	45.3602	-3.21569	2.55969	0
40	0.740176	0.933897	1.19165	46.5518	-3.21569	2.55969	0
41	0.730837	0.936973	1.18829	47.7401	-3.21569	2.55969	0
42	0.721467	0.939434	1.18451	48.9246	-3.21569	2.55969	0
43	0.712073	0.941298	1.18029	50.1049	-3.21569	2.55969	0
44	0.70266	0.942583	1.17567	51.2806	-3.21569	2.55969	0
45	0.693234	0.943305	1.17064	52.4512	-3.21569	2.55969	0
46	0.683801	0.943485	1.16522	53.6165	-3.21569	2.55969	0
47	0.674366	0.943138	1.15943	54.7759	-3.21569	2.55969	0
48	0.664935	0.942284	1.15327	55.9292	-3.21569	2.55969	0
49	0.655512	0.940939	1.14676	57.0759	-3.21569	2.55969	0
50	0.646103	0.939122	1.13991	58.2158	-3.21569	2.55969	0
51	0.636711	0.93685	1.13274	59.3486	-3.21569	2.55969	0
52	0.627343	0.934141	1.12525	60.4738	-3.21569	2.55969	0
53	0.618002	0.931012	1.11746	61.5913	-3.21569	2.55969	0
54	0.608691	0.92748	1.10938	62.7006	-3.21569	2.55969	0
55	0.599417	0.923561	1.10103	63.8017	-3.21569	2.55969	0
56	0.590181	0.919273	1.09242	64.8941	-3.21569	2.55969	0
57	0.580988	0.914632	1.08356	65.9777	-3.21569	2.55969	0
58	0.571842	0.909654	1.07446	67.0521	-3.21569	2.55969	0
59	0.562745	0.904355	1.06515	68.1173	-3.21569	2.55969	0
60	0.553702	0.89875	1.05562	69.1729	-3.21569	2.55969	0
61	0.544714	0.892855	1.0459	70.2188	-3.21569	2.55969	0
62	0.535786	0.886685	1.03599	71.2548	-3.21569	2.55969	0
63	0.526919	0.880254	1.02591	72.2807	-3.21569	2.55969	0
64	0.518116	0.873577	1.01567	73.2964	-3.21569	2.55969	0
65	0.509381	0.866668	1.00528	74.3016	-3.21569	2.55969	0
66	0.500714	0.85954	0.994748	75.2964	-3.21569	2.55969	0
67	0.492119	0.852206	0.984092	76.2805	-3.21569	2.55969	0
68	0.483597	0.844681	0.97332	77.2538	-3.21569	2.55969	0
69	0.47515	0.836975	0.962442	78.2162	-3.21569	2.55969	0
70	0.46678	0.829102	0.951469	79.1677	-3.21569	2.55969	0
71	0.458489	0.821073	0.940411	80.1081	-3.21569	2.55969	0
72	0.450278	0.8129	0.929277	81.0374	-3.21569	2.55969	0
73	0.442149	0.804593	0.918078	81.9555	-3.21569	2.55969	0
74	0.434103	0.796165	0.906821	82.8623	-3.21569	2.55969	0
75	0.426142	0.787625	0.895516	83.7578	-3.21569	2.55969	0
76	0.418265	0.778983	0.884172	84.642	-3.21569	2.55969	0
77	0.410476	0.770249	0.872797	85.5148	-3.21569	2.55969	0
78	0.402773	0.761433	0.861398	86.3762	-3.21569	2.55969	0
79	0.395159	0.752543	0.849983	87.2262	-3.21569	2.55969	0
80	0.387633	0.743589	0.838561	88.0647	-3.21569	2.55969	0
81	0.380197	0.734578	0.827137	88.8919	-3.21569	2.55969	0
82	0.372852	0.725519	0.815718	89.7076	-3.21569	2.55969	0
83	0.365596	0.71642	0.804312	90.5119	-3.21569	2.55969	0
84	0.358432	0.707287	0.792925	91.3048	-3.21569	2.55969	0
85	0.351359	0.698129	0.781561	92.0864	-3.21569	2.55969	0
86	0.344378	0.688952	0.770228	92.8566	-3.21569	2.55969	0
87	0.337489	0.679763	0.758931	93.6155	-3.21569	2.55969	0
88	0.330691	0.670567	0.747674	94.3632	-3.21569	2.55969	0
89	0.323985	0.661371	0.736463	95.0997	-3.21569	2.55969	0
90	0.317372	0.652181	0.725303	95.825	-3.21569	2.55969	0
91	0.31085	0.643001	0.714198	96.5392	-3.21569	2.55969	0
92	0.30442	0.633838	0.703152	97.2423	-3.21569	2.55969	0
93	0.298081	0.624696	0.692169	97.9345	-3.21569	2.55969	0
94	0.291834	0.61558	0.681254	98.6157	-3.21569	2.55969	0
95	0.285679	0.606495	0.670409	99.2861	-3.21569	2.55969	0
96	0.279614	0.597444	0.659639	99.9458	-3.21569	2.55969	0
97	0.273639	0.588431	0.648945	100.595	-3.21569	2.55969	0
98	0.267755	0.579462	0.638332	101.233	-3.21569	2.55969	0
99	0.26196	0.570538	0.627803	101.861	-3.21569	2.55969	0
100	0.256255	0.561663	0.617359	102.478	-3.21569	2.55969	0
101	0.250638	0.552842	0.607004	103.085	-3.21569	2.55969	0
102	0.24511	0.544076	0.596739	103.682	-3.21569	2.55969	0
103	0.239669	0.535368	0.586567	104.269	-3.21569	2.55969	0
104	0.234315	0.526722	0.576489	104.845	-3.21569	2.55969	0
105	0.229048	0.518139	0.566508	105.412	-3.21569	2.55969	0
106	0.223867	0.509623	0.556626	105.968	-3.21569	2.55969	0
107	0.218771	0.501175	0.546843	106.515	-3.21569	2.55969	0
108	0.213759	0.492797	0.537161	107.052	-3.21569	2.55969	0
109	0.208831	0.484492	0.527582	107.58	-3.21569	2.55969	0
110	0.203986	0.47626	0.518106	108.098	-3.21569	2.55969	0
111	0.199223	0.468105	0.508736	108.607	-3.21569	2.55969	0
112	0.194542	0.460026	0.49947	109.106	-3.21569	2.55969	0
113	0.189942	0.452026	0.490312	109.596	-3.21569	2.55969	0
114	0.185422	0.444106	0.48126	110.078	-3.21569	2.55969	0
115	0.180981	0.436266	0.472316	110.55	-3.21569	2.55969	0
116	0.176618	0.428509	0.46348	111.013	-3.21569	2.55969	0
117	0.172333	0.420835	0.454753	111.468	-3.21569	2.55969	0
118	0.168125	0.413244	0.446136	111.914	-3.21569	2.55969	0
119	0.163992	0.405739	0.437627	112.352	-3.21569	2.55969	0
120	0.159935	0.398318	0.429228	112.781	-3.21569	2.55969	0
121	0.155952	0.390984	0.420938	113.202	-3.21569	2.55969	0
122	0.152042	0.383735	0.412758	113.615	-3.21569	2.55969	0
123	0.148204	0.376574	0.404688	114.02	-3.21569	2.55969	0
124	0.144439	0.3695	0.396727	114.416	-3.21569	2.55969	0
125	0.140744	0.362513	0.388876	114.805	-3.21569	2.55969	0
126	0.137119	0.355613	0.381133	115.186	-3.21569	2.55969	0
127	0.133562	0.348802	0.373499	115.56	-3.21569	2.55969	0
128	0.130074	0.342079	0.365974	115.926	-3.21569	2.55969	0
129	0.126654	0.335443	0.358557	116.284	-3.21569	2.55969	0
130	0.123299	0.328896	0.351248	116.636	-3.21569	2.55969	0
131	0.12001	0.322436	0.344045	116.98	-3.21569	2.55969	0
132	0.116786	0.316064	0.33695	117.317	-3.21569	2.55969	0
133	0.113625	0.309779	0.32996	117.647	-3.21569	2.55969	0
134	0.110527	0.303582	0.323077	117.97	-3.21569	2.55969	0
135	0.107492	0.297472	0.316298	118.286	-3.21569	2.55969	0
136	0.104517	0.291449	0.309623	118.596	-3.21569	2.55969	0
137	0.101602	0.285512	0.303052	118.899	-3.21569	2.55969	0
138	0.0987473	0.279662	0.296583	119.195	-3.21569	2.55969	0
139	0.0959507	0.273897	0.290217	119.485	-3.21569	2.55969	0
140	0.0932117	0.268217	0.283952	119.769	-3.21569	2.55969	0
141	0.0905295	0.262622	0.277788	120.047	-3.21569	2.55969	0
142	0.0879033	0.257112	0.271723	120.319	-3.21569	2.55969	0
143	0.0853322	0.251685	0.265757	120.585	-3.21569	2.55969	0
144	0.0828154	0.246341	0.259889	120.844	-3.21569	2.55969	0
145	0.0803519	0.241081	0.254119	121.099	-3.21569	2.55969	0
146	0.0779411	0.235902	0.248444	121.347	-3.21569	2.55969	0
147	0.0755821	0.230804	0.242865	121.59	-3.21569	2.55969	0
148	0.0732741	0.225788	0.23738	121.827	-3.21569	2.55969	0
149	0.0710162	0.220852	0.231989	122.059	-3.21569	2.55969	0
150	0.0688077	0.215995	0.22669	122.286	-3.21569	2.55969	0
151	0.0666477	0.211217	0.221483	122.507	-3.21569	2.55969	0
152	0.0645355	0.206518	0.216366	122.724	-3.21569	2.55969	0
153	0.0624704	0.201896	0.211339	122.935	-3.21569	2.55969	0
154	0.0604514	0.19735	0.206401	123.142	-3.21569	2.55969	0
