
Current theta : [ -5.56655 , 3.52228 ] 


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0	0.999	0.162143	1.01207	1.01207	-5.56655	3.52228	0
1	0.997379	0.222029	1.02179	2.03387	-5.56655	3.52228	0
2	0.995158	0.27969	1.03371	3.06758	-5.56655	3.52228	0
3	0.992361	0.335159	1.04743	4.11501	-5.56655	3.52228	0
4	0.98901	0.388467	1.06257	5.17758	-5.56655	3.52228	0
5	0.985125	0.439643	1.07878	6.25635	-5.56655	3.52228	0
6	0.980729	0.488716	1.09575	7.35211	-5.56655	3.52228	0
7	0.975842	0.535716	1.11322	8.46533	-5.56655	3.52228	0
8	0.970484	0.58067	1.13094	9.59626	-5.56655	3.52228	0
9	0.964678	0.623607	1.14869	10.745	-5.56655	3.52228	0
10	0.958442	0.664555	1.16629	11.9112	-5.56655	3.52228	0
11	0.951796	0.703543	1.18359	13.0948	-5.56655	3.52228	0
12	0.944761	0.7406	1.20044	14.2953	-5.56655	3.52228	0
13	0.937355	0.775757	1.21673	15.512	-5.56655	3.52228	0
14	0.929597	0.809043	1.23236	16.7444	-5.56655	3.52228	0
15	0.921507	0.84049	1.24724	17.9916	-5.56655	3.52228	0
16	0.913102	0.870129	1.2613	19.2529	-5.56655	3.52228	0
17	0.9044	0.897993	1.27449	20.5274	-5.56655	3.52228	0
18	0.895421	0.924116	1.28677	21.8142	-5.56655	3.52228	0
19	0.886179	0.948533	1.29809	23.1122	-5.56655	3.52228	0
20	0.876694	0.971278	1.30842	24.4207	-5.56655	3.52228	0
21	0.866981	0.992388	1.31776	25.7384	-5.56655	3.52228	0
22	0.857057	1.0119	1.32608	27.0645	-5.56655	3.52228	0
23	0.846938	1.02985	1.33338	28.3979	-5.56655	3.52228	0
24	0.83664	1.04628	1.33965	29.7375	-5.56655	3.52228	0
25	0.826177	1.06123	1.3449	31.0824	-5.56655	3.52228	0
26	0.815565	1.07473	1.34914	32.4316	-5.56655	3.52228	0
27	0.804818	1.08683	1.35238	33.784	-5.56655	3.52228	0
28	0.793949	1.09757	1.35463	35.1386	-5.56655	3.52228	0
29	0.782974	1.10699	1.3559	36.4945	-5.56655	3.52228	0
30	0.771904	1.11513	1.35622	37.8507	-5.56655	3.52228	0
31	0.760752	1.12203	1.35562	39.2063	-5.56655	3.52228	0
32	0.749532	1.12774	1.3541	40.5604	-5.56655	3.52228	0
33	0.738255	1.13229	1.3517	41.9121	-5.56655	3.52228	0
34	0.726932	1.13574	1.34845	43.2606	-5.56655	3.52228	0
35	0.715575	1.13811	1.34437	44.605	-5.56655	3.52228	0
36	0.704193	1.13946	1.3395	45.9445	-5.56655	3.52228	0
37	0.692799	1.13982	1.33385	47.2783	-5.56655	3.52228	0
38	0.681401	1.13924	1.32747	48.6058	-5.56655	3.52228	0
39	0.670008	1.13775	1.32038	49.9262	-5.56655	3.52228	0
40	0.658631	1.1354	1.31261	51.2388	-5.56655	3.52228	0
41	0.647277	1.13223	1.30419	52.543	-5.56655	3.52228	0
42	0.635954	1.12828	1.29516	53.8381	-5.56655	3.52228	0
43	0.624672	1.12358	1.28555	55.1237	-5.56655	3.52228	0
44	0.613436	1.11817	1.27538	56.3991	-5.56655	3.52228	0
45	0.602254	1.11209	1.2647	57.6637	-5.56655	3.52228	0
46	0.591133	1.10538	1.25352	58.9173	-5.56655	3.52228	0
47	0.580079	1.09807	1.24188	60.1591	-5.56655	3.52228	0
48	0.569099	1.0902	1.2298	61.3889	-5.56655	3.52228	0
49	0.558197	1.0818	1.21732	62.6063	-5.56655	3.52228	0
50	0.547379	1.0729	1.20447	63.8107	-5.56655	3.52228	0
51	0.53665	1.06354	1.19127	65.002	-5.56655	3.52228	0
52	0.526014	1.05375	1.17774	66.1797	-5.56655	3.52228	0
53	0.515477	1.04355	1.16392	67.3437	-5.56655	3.52228	0
54	0.505041	1.03298	1.14983	68.4935	-5.56655	3.52228	0
55	0.494712	1.02206	1.1355	69.629	-5.56655	3.52228	0
56	0.484491	1.01083	1.12094	70.7499	-5.56655	3.52228	0
57	0.474383	0.999305	1.10619	71.8561	-5.56655	3.52228	0
58	0.46439	0.987513	1.09126	72.9474	-5.56655	3.52228	0
59	0.454514	0.975479	1.07617	74.0235	-5.56655	3.52228	0
60	0.44476	0.963226	1.06095	75.0845	-5.56655	3.52228	0
61	0.435127	0.950777	1.04562	76.1301	-5.56655	3.52228	0
62	0.42562	0.938153	1.03019	77.1603	-5.56655	3.52228	0
63	0.416238	0.925375	1.01468	78.175	-5.56655	3.52228	0
64	0.406984	0.912463	0.999112	79.1741	-5.56655	3.52228	0
65	0.39786	0.899435	0.983502	80.1576	-5.56655	3.52228	0
66	0.388865	0.886309	0.967864	81.1255	-5.56655	3.52228	0
67	0.380002	0.873103	0.952214	82.0777	-5.56655	3.52228	0
68	0.371271	0.859833	0.936566	83.0142	-5.56655	3.52228	0
69	0.362673	0.846514	0.920933	83.9352	-5.56655	3.52228	0
70	0.354208	0.833161	0.905328	84.8405	-5.56655	3.52228	0
71	0.345876	0.819787	0.889765	85.7303	-5.56655	3.52228	0
72	0.337678	0.806407	0.874253	86.6045	-5.56655	3.52228	0
73	0.329614	0.793032	0.858805	87.4633	-5.56655	3.52228	0
74	0.321684	0.779675	0.84343	88.3067	-5.56655	3.52228	0
75	0.313887	0.766346	0.828138	89.1349	-5.56655	3.52228	0
76	0.306224	0.753057	0.812937	89.9478	-5.56655	3.52228	0
77	0.298693	0.739816	0.797838	90.7457	-5.56655	3.52228	0
78	0.291295	0.726633	0.782846	91.5285	-5.56655	3.52228	0
79	0.284029	0.713517	0.767971	92.2965	-5.56655	3.52228	0
80	0.276893	0.700476	0.753218	93.0497	-5.56655	3.52228	0
81	0.269889	0.687518	0.738594	93.7883	-5.56655	3.52228	0
82	0.263013	0.67465	0.724105	94.5124	-5.56655	3.52228	0
83	0.256267	0.661878	0.709757	95.2222	-5.56655	3.52228	0
84	0.249648	0.649209	0.695554	95.9177	-5.56655	3.52228	0
85	0.243156	0.636647	0.681502	96.5992	-5.56655	3.52228	0
86	0.23679	0.6242	0.667604	97.2668	-5.56655	3.52228	0
87	0.230548	0.611871	0.653864	97.9207	-5.56655	3.52228	0
88	0.224429	0.599664	0.640286	98.561	-5.56655	3.52228	0
89	0.218432	0.587585	0.626872	99.1878	-5.56655	3.52228	0
90	0.212556	0.575637	0.613627	99.8015	-5.56655	3.52228	0
91	0.2068	0.563823	0.600551	100.402	-5.56655	3.52228	0
92	0.201162	0.552146	0.587649	100.99	-5.56655	3.52228	0
93	0.19564	0.540609	0.57492	101.565	-5.56655	3.52228	0
94	0.190234	0.529215	0.562368	102.127	-5.56655	3.52228	0
95	0.184942	0.517966	0.549993	102.677	-5.56655	3.52228	0
96	0.179762	0.506863	0.537796	103.215	-5.56655	3.52228	0
97	0.174694	0.495909	0.525779	103.741	-5.56655	3.52228	0
98	0.169735	0.485106	0.513943	104.254	-5.56655	3.52228	0
99	0.164884	0.474453	0.502287	104.757	-5.56655	3.52228	0
100	0.160139	0.463953	0.490813	105.248	-5.56655	3.52228	0
101	0.1555	0.453607	0.47952	105.727	-5.56655	3.52228	0
102	0.150964	0.443414	0.468408	106.195	-5.56655	3.52228	0
103	0.146529	0.433376	0.457477	106.653	-5.56655	3.52228	0
104	0.142196	0.423492	0.446727	107.1	-5.56655	3.52228	0
105	0.137961	0.413764	0.436158	107.536	-5.56655	3.52228	0
