
Current theta : [ -3.38451 , 2.63611 ] 


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0	0.999	0.141209	1.00893	1.00893	-3.38451	2.63611	0
1	0.997588	0.181285	1.01393	2.02286	-3.38451	2.63611	0
2	0.995775	0.220237	1.01984	3.0427	-3.38451	2.63611	0
3	0.993573	0.258072	1.02654	4.06924	-3.38451	2.63611	0
4	0.990992	0.294799	1.03391	5.10315	-3.38451	2.63611	0
5	0.988044	0.330425	1.04183	6.14498	-3.38451	2.63611	0
6	0.98474	0.364957	1.05019	7.19517	-3.38451	2.63611	0
7	0.98109	0.398402	1.0589	8.25407	-3.38451	2.63611	0
8	0.977106	0.430767	1.06785	9.32192	-3.38451	2.63611	0
9	0.972798	0.462057	1.07696	10.3989	-3.38451	2.63611	0
10	0.968178	0.492281	1.08614	11.485	-3.38451	2.63611	0
11	0.963255	0.521446	1.09534	12.5804	-3.38451	2.63611	0
12	0.958041	0.549558	1.10447	13.6848	-3.38451	2.63611	0
13	0.952545	0.576625	1.11348	14.7983	-3.38451	2.63611	0
14	0.946779	0.602654	1.12231	15.9206	-3.38451	2.63611	0
15	0.940752	0.627655	1.13091	17.0515	-3.38451	2.63611	0
16	0.934476	0.651635	1.13924	18.1908	-3.38451	2.63611	0
17	0.927959	0.674603	1.14726	19.338	-3.38451	2.63611	0
18	0.921213	0.696569	1.15492	20.493	-3.38451	2.63611	0
19	0.914248	0.717543	1.1622	21.6552	-3.38451	2.63611	0
20	0.907072	0.737535	1.16908	22.8242	-3.38451	2.63611	0
21	0.899697	0.756557	1.17551	23.9997	-3.38451	2.63611	0
22	0.892131	0.774619	1.1815	25.1812	-3.38451	2.63611	0
23	0.884385	0.791734	1.187	26.3682	-3.38451	2.63611	0
24	0.876468	0.807914	1.19202	27.5603	-3.38451	2.63611	0
25	0.868389	0.823172	1.19654	28.7568	-3.38451	2.63611	0
26	0.860157	0.837523	1.20055	29.9574	-3.38451	2.63611	0
27	0.851782	0.85098	1.20403	31.1614	-3.38451	2.63611	0
28	0.843272	0.863558	1.207	32.3684	-3.38451	2.63611	0
29	0.834636	0.875272	1.20943	33.5778	-3.38451	2.63611	0
30	0.825884	0.886138	1.21133	34.7891	-3.38451	2.63611	0
31	0.817022	0.896172	1.2127	36.0019	-3.38451	2.63611	0
32	0.80806	0.905391	1.21355	37.2154	-3.38451	2.63611	0
33	0.799007	0.913811	1.21386	38.4293	-3.38451	2.63611	0
34	0.789868	0.92145	1.21366	39.6429	-3.38451	2.63611	0
35	0.780654	0.928326	1.21293	40.8558	-3.38451	2.63611	0
36	0.771371	0.934456	1.2117	42.0676	-3.38451	2.63611	0
37	0.762026	0.939859	1.20997	43.2775	-3.38451	2.63611	0
