
Current theta : [ -5.21345 , 3.38955 ] 


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0	0.999	0.158745	1.01153	1.01153	-5.21345	3.38955	0
1	0.997413	0.215433	1.02041	2.03195	-5.21345	3.38955	0
2	0.995258	0.270094	1.03126	3.0632	-5.21345	3.38955	0
3	0.992557	0.322753	1.04371	4.10692	-5.21345	3.38955	0
4	0.98933	0.373437	1.05746	5.16438	-5.21345	3.38955	0
5	0.985595	0.422172	1.07221	6.23659	-5.21345	3.38955	0
6	0.981374	0.468981	1.08768	7.32426	-5.21345	3.38955	0
7	0.976684	0.513888	1.10363	8.42789	-5.21345	3.38955	0
8	0.971545	0.556919	1.11985	9.54774	-5.21345	3.38955	0
9	0.965976	0.598096	1.13615	10.6839	-5.21345	3.38955	0
10	0.959995	0.637443	1.15236	11.8362	-5.21345	3.38955	0
11	0.95362	0.674986	1.16833	13.0046	-5.21345	3.38955	0
12	0.946871	0.710748	1.18395	14.1885	-5.21345	3.38955	0
13	0.939763	0.744755	1.19909	15.3876	-5.21345	3.38955	0
14	0.932316	0.777032	1.21367	16.6013	-5.21345	3.38955	0
15	0.924545	0.807607	1.2276	17.8289	-5.21345	3.38955	0
16	0.916469	0.836506	1.24083	19.0697	-5.21345	3.38955	0
17	0.908104	0.863757	1.25329	20.323	-5.21345	3.38955	0
18	0.899467	0.88939	1.26493	21.5879	-5.21345	3.38955	0
19	0.890573	0.913433	1.27573	22.8637	-5.21345	3.38955	0
20	0.881438	0.935917	1.28564	24.1493	-5.21345	3.38955	0
21	0.872079	0.956874	1.29465	25.4439	-5.21345	3.38955	0
22	0.86251	0.976335	1.30275	26.7467	-5.21345	3.38955	0
23	0.852747	0.994333	1.30991	28.0566	-5.21345	3.38955	0
24	0.842804	1.0109	1.31615	29.3728	-5.21345	3.38955	0
25	0.832695	1.02608	1.32144	30.6942	-5.21345	3.38955	0
26	0.822434	1.03989	1.32581	32.02	-5.21345	3.38955	0
27	0.812035	1.05238	1.32925	33.3493	-5.21345	3.38955	0
28	0.801511	1.06358	1.33177	34.681	-5.21345	3.38955	0
29	0.790875	1.07353	1.33339	36.0144	-5.21345	3.38955	0
30	0.78014	1.08226	1.33413	37.3486	-5.21345	3.38955	0
31	0.769318	1.08981	1.33399	38.6825	-5.21345	3.38955	0
32	0.75842	1.09623	1.33301	40.0156	-5.21345	3.38955	0
33	0.747457	1.10154	1.33119	41.3467	-5.21345	3.38955	0
34	0.736442	1.10578	1.32857	42.6753	-5.21345	3.38955	0
35	0.725384	1.109	1.32516	44.0005	-5.21345	3.38955	0
36	0.714294	1.11122	1.321	45.3215	-5.21345	3.38955	0
37	0.703182	1.1125	1.3161	46.6376	-5.21345	3.38955	0
38	0.692057	1.11286	1.31049	47.9481	-5.21345	3.38955	0
39	0.680928	1.11234	1.30421	49.2523	-5.21345	3.38955	0
40	0.669805	1.11098	1.29727	50.5495	-5.21345	3.38955	0
41	0.658695	1.10881	1.28971	51.8393	-5.21345	3.38955	0
42	0.647607	1.10588	1.28155	53.1208	-5.21345	3.38955	0
43	0.636548	1.10221	1.27282	54.3936	-5.21345	3.38955	0
44	0.625526	1.09785	1.26355	55.6572	-5.21345	3.38955	0
45	0.614548	1.09282	1.25376	56.9109	-5.21345	3.38955	0
46	0.603619	1.08716	1.24349	58.1544	-5.21345	3.38955	0
47	0.592748	1.08091	1.23277	59.3872	-5.21345	3.38955	0
48	0.581939	1.07409	1.2216	60.6088	-5.21345	3.38955	0
49	0.571198	1.06674	1.21004	61.8188	-5.21345	3.38955	0
50	0.560531	1.05888	1.19809	63.0169	-5.21345	3.38955	0
51	0.549942	1.05056	1.18579	64.2027	-5.21345	3.38955	0
52	0.539436	1.04179	1.17317	65.3759	-5.21345	3.38955	0
53	0.529018	1.03261	1.16023	66.5361	-5.21345	3.38955	0
54	0.518692	1.02304	1.14702	67.6831	-5.21345	3.38955	0
55	0.508462	1.01312	1.13355	68.8167	-5.21345	3.38955	0
56	0.498331	1.00286	1.11985	69.9365	-5.21345	3.38955	0
57	0.488302	0.992291	1.10593	71.0425	-5.21345	3.38955	0
58	0.478379	0.98144	1.09182	72.1343	-5.21345	3.38955	0
59	0.468565	0.970329	1.07754	73.2118	-5.21345	3.38955	0
60	0.458861	0.95898	1.06311	74.2749	-5.21345	3.38955	0
61	0.449272	0.947416	1.04854	75.3235	-5.21345	3.38955	0
62	0.439797	0.935656	1.03386	76.3573	-5.21345	3.38955	0
63	0.430441	0.923721	1.01909	77.3764	-5.21345	3.38955	0
64	0.421204	0.911631	1.00423	78.3807	-5.21345	3.38955	0
65	0.412087	0.899403	0.989314	79.37	-5.21345	3.38955	0
66	0.403093	0.887055	0.974346	80.3443	-5.21345	3.38955	0
67	0.394223	0.874605	0.959346	81.3037	-5.21345	3.38955	0
68	0.385477	0.862067	0.944327	82.248	-5.21345	3.38955	0
69	0.376856	0.849459	0.929301	83.1773	-5.21345	3.38955	0
70	0.368361	0.836794	0.914283	84.0916	-5.21345	3.38955	0
71	0.359993	0.824086	0.899284	84.9909	-5.21345	3.38955	0
72	0.351753	0.811348	0.884316	85.8752	-5.21345	3.38955	0
73	0.343639	0.798593	0.86939	86.7446	-5.21345	3.38955	0
74	0.335653	0.785833	0.854516	87.5991	-5.21345	3.38955	0
75	0.327795	0.77308	0.839703	88.4388	-5.21345	3.38955	0
76	0.320064	0.760343	0.824962	89.2638	-5.21345	3.38955	0
77	0.312461	0.747633	0.810301	90.0741	-5.21345	3.38955	0
78	0.304984	0.73496	0.795727	90.8698	-5.21345	3.38955	0
79	0.297635	0.722332	0.781249	91.651	-5.21345	3.38955	0
80	0.290411	0.709758	0.766874	92.4179	-5.21345	3.38955	0
81	0.283314	0.697246	0.752608	93.1705	-5.21345	3.38955	0
82	0.276341	0.684803	0.738458	93.909	-5.21345	3.38955	0
83	0.269493	0.672437	0.724429	94.6334	-5.21345	3.38955	0
84	0.262769	0.660153	0.710528	95.3439	-5.21345	3.38955	0
85	0.256167	0.647958	0.696758	96.0407	-5.21345	3.38955	0
86	0.249688	0.635858	0.683124	96.7238	-5.21345	3.38955	0
87	0.243329	0.623857	0.669632	97.3934	-5.21345	3.38955	0
88	0.237091	0.611961	0.656284	98.0497	-5.21345	3.38955	0
89	0.230971	0.600174	0.643084	98.6928	-5.21345	3.38955	0
90	0.224969	0.588501	0.630035	99.3228	-5.21345	3.38955	0
91	0.219084	0.576944	0.617141	99.94	-5.21345	3.38955	0
92	0.213315	0.565509	0.604403	100.544	-5.21345	3.38955	0
93	0.20766	0.554197	0.591825	101.136	-5.21345	3.38955	0
94	0.202118	0.543012	0.579408	101.716	-5.21345	3.38955	0
95	0.196688	0.531956	0.567154	102.283	-5.21345	3.38955	0
96	0.191368	0.521033	0.555065	102.838	-5.21345	3.38955	0
