
Current theta : [ -4.51766 , 3.11712 ] 


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0	0.999	0.15206	1.01051	1.01051	-4.51766	3.11712	0
1	0.997479	0.202438	1.01781	2.02832	-4.51766	3.11712	0
2	0.995455	0.251155	1.02665	3.05497	-4.51766	3.11712	0
3	0.992943	0.298229	1.03676	4.09173	-4.51766	3.11712	0
4	0.989961	0.343679	1.04792	5.13965	-4.51766	3.11712	0
5	0.986524	0.38752	1.05991	6.19956	-4.51766	3.11712	0
6	0.982649	0.42977	1.07252	7.27208	-4.51766	3.11712	0
7	0.978351	0.470445	1.08558	8.35766	-4.51766	3.11712	0
8	0.973647	0.509561	1.09893	9.45659	-4.51766	3.11712	0
9	0.968551	0.547135	1.11241	10.569	-4.51766	3.11712	0
10	0.96308	0.583183	1.12589	11.6949	-4.51766	3.11712	0
11	0.957248	0.617721	1.13926	12.8341	-4.51766	3.11712	0
12	0.951071	0.650767	1.1524	13.9865	-4.51766	3.11712	0
13	0.944563	0.682337	1.16524	15.1518	-4.51766	3.11712	0
14	0.93774	0.71245	1.17769	16.3295	-4.51766	3.11712	0
15	0.930615	0.741124	1.18967	17.5191	-4.51766	3.11712	0
16	0.923204	0.768378	1.20113	18.7203	-4.51766	3.11712	0
17	0.91552	0.794231	1.21202	19.9323	-4.51766	3.11712	0
18	0.907578	0.818704	1.22228	21.1546	-4.51766	3.11712	0
19	0.899391	0.841818	1.23189	22.3865	-4.51766	3.11712	0
20	0.890973	0.863594	1.24082	23.6273	-4.51766	3.11712	0
21	0.882337	0.884055	1.24903	24.8763	-4.51766	3.11712	0
22	0.873496	0.903225	1.25651	26.1328	-4.51766	3.11712	0
23	0.864464	0.921126	1.26324	27.3961	-4.51766	3.11712	0
24	0.855253	0.937784	1.26921	28.6653	-4.51766	3.11712	0
25	0.845875	0.953224	1.27442	29.9397	-4.51766	3.11712	0
26	0.836343	0.967471	1.27886	31.2185	-4.51766	3.11712	0
27	0.826668	0.980553	1.28252	32.5011	-4.51766	3.11712	0
28	0.816863	0.992496	1.28542	33.7865	-4.51766	3.11712	0
29	0.806938	1.00333	1.28756	35.074	-4.51766	3.11712	0
30	0.796904	1.01308	1.28895	36.363	-4.51766	3.11712	0
31	0.786774	1.02177	1.28959	37.6526	-4.51766	3.11712	0
32	0.776556	1.02944	1.28949	38.9421	-4.51766	3.11712	0
33	0.766261	1.03611	1.28868	40.2307	-4.51766	3.11712	0
34	0.7559	1.04182	1.28716	41.5179	-4.51766	3.11712	0
35	0.745482	1.04659	1.28495	42.8028	-4.51766	3.11712	0
36	0.735016	1.05045	1.28206	44.0849	-4.51766	3.11712	0
37	0.724512	1.05343	1.27853	45.3634	-4.51766	3.11712	0
38	0.713978	1.05556	1.27435	46.6378	-4.51766	3.11712	0
39	0.703422	1.05688	1.26957	47.9074	-4.51766	3.11712	0
40	0.692853	1.05741	1.26418	49.1715	-4.51766	3.11712	0
41	0.682279	1.05718	1.25823	50.4298	-4.51766	3.11712	0
42	0.671707	1.05622	1.25172	51.6815	-4.51766	3.11712	0
43	0.661145	1.05456	1.24468	52.9262	-4.51766	3.11712	0
44	0.650599	1.05224	1.23713	54.1633	-4.51766	3.11712	0
45	0.640077	1.04927	1.22909	55.3924	-4.51766	3.11712	0
46	0.629584	1.04568	1.22059	56.613	-4.51766	3.11712	0
47	0.619127	1.04151	1.21164	57.8246	-4.51766	3.11712	0
48	0.608712	1.03679	1.20227	59.0269	-4.51766	3.11712	0
49	0.598344	1.03153	1.19251	60.2194	-4.51766	3.11712	0
50	0.588029	1.02577	1.18236	61.4017	-4.51766	3.11712	0
51	0.577771	1.01953	1.17186	62.5736	-4.51766	3.11712	0
52	0.567576	1.01284	1.16103	63.7346	-4.51766	3.11712	0
53	0.557448	1.00572	1.14988	64.8845	-4.51766	3.11712	0
54	0.547391	0.998193	1.13843	66.0229	-4.51766	3.11712	0
