
Current theta : [ -4.85418 , 3.25079 ] 


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0	0.999	0.155291	1.011	1.011	-4.85418	3.25079	0
1	0.997447	0.208723	1.01905	2.03005	-4.85418	3.25079	0
2	0.99536	0.26032	1.02884	3.05889	-4.85418	3.25079	0
3	0.992757	0.310103	1.04006	4.09895	-4.85418	3.25079	0
4	0.989656	0.358095	1.05245	5.1514	-4.85418	3.25079	0
5	0.986075	0.404317	1.06575	6.21715	-4.85418	3.25079	0
6	0.982032	0.448788	1.07972	7.29687	-4.85418	3.25079	0
7	0.977544	0.491529	1.09416	8.39103	-4.85418	3.25079	0
8	0.972628	0.532559	1.10888	9.49991	-4.85418	3.25079	0
9	0.967303	0.571899	1.12372	10.6236	-4.85418	3.25079	0
10	0.961584	0.609567	1.13851	11.7621	-4.85418	3.25079	0
11	0.955488	0.645585	1.15314	12.9153	-4.85418	3.25079	0
12	0.949032	0.679973	1.16749	14.0828	-4.85418	3.25079	0
13	0.942233	0.712751	1.18145	15.2642	-4.85418	3.25079	0
14	0.935105	0.743941	1.19493	16.4592	-4.85418	3.25079	0
15	0.927666	0.773566	1.20788	17.667	-4.85418	3.25079	0
16	0.91993	0.801647	1.22021	18.8872	-4.85418	3.25079	0
17	0.911913	0.828209	1.23188	20.1191	-4.85418	3.25079	0
18	0.903631	0.853276	1.24283	21.3619	-4.85418	3.25079	0
19	0.895099	0.876873	1.25304	22.615	-4.85418	3.25079	0
20	0.88633	0.899025	1.26247	23.8775	-4.85418	3.25079	0
21	0.87734	0.919759	1.27109	25.1486	-4.85418	3.25079	0
22	0.868142	0.939103	1.2789	26.4275	-4.85418	3.25079	0
23	0.858751	0.957084	1.28587	27.7133	-4.85418	3.25079	0
24	0.84918	0.973731	1.292	29.0053	-4.85418	3.25079	0
25	0.839443	0.989074	1.29728	30.3026	-4.85418	3.25079	0
26	0.829552	1.00314	1.30171	31.6043	-4.85418	3.25079	0
27	0.819521	1.01597	1.3053	32.9096	-4.85418	3.25079	0
28	0.809361	1.02758	1.30805	34.2177	-4.85418	3.25079	0
29	0.799085	1.03801	1.30997	35.5276	-4.85418	3.25079	0
30	0.788705	1.0473	1.31106	36.8387	-4.85418	3.25079	0
31	0.778232	1.05547	1.31136	38.15	-4.85418	3.25079	0
32	0.767677	1.06255	1.31086	39.4609	-4.85418	3.25079	0
33	0.757052	1.06859	1.30958	40.7705	-4.85418	3.25079	0
34	0.746366	1.07361	1.30755	42.078	-4.85418	3.25079	0
35	0.73563	1.07765	1.30479	43.3828	-4.85418	3.25079	0
36	0.724853	1.08073	1.30131	44.6841	-4.85418	3.25079	0
37	0.714046	1.08291	1.29713	45.9813	-4.85418	3.25079	0
38	0.703217	1.0842	1.29228	47.2735	-4.85418	3.25079	0
39	0.692375	1.08464	1.28679	48.5603	-4.85418	3.25079	0
40	0.681529	1.08427	1.28067	49.841	-4.85418	3.25079	0
41	0.670686	1.08311	1.27395	51.115	-4.85418	3.25079	0
42	0.659855	1.08121	1.26665	52.3816	-4.85418	3.25079	0
43	0.649043	1.07858	1.25881	53.6404	-4.85418	3.25079	0
44	0.638257	1.07527	1.25043	54.8909	-4.85418	3.25079	0
45	0.627504	1.07131	1.24156	56.1324	-4.85418	3.25079	0
46	0.616791	1.06673	1.23221	57.3646	-4.85418	3.25079	0
47	0.606124	1.06155	1.2224	58.587	-4.85418	3.25079	0
48	0.595508	1.05581	1.21217	59.7992	-4.85418	3.25079	0
49	0.58495	1.04953	1.20154	61.0007	-4.85418	3.25079	0
50	0.574455	1.04275	1.19052	62.1912	-4.85418	3.25079	0
51	0.564028	1.0355	1.17915	63.3704	-4.85418	3.25079	0
52	0.553673	1.0278	1.16744	64.5378	-4.85418	3.25079	0
53	0.543395	1.01967	1.15542	65.6933	-4.85418	3.25079	0
54	0.533198	1.01115	1.14312	66.8364	-4.85418	3.25079	0
55	0.523086	1.00226	1.13055	67.9669	-4.85418	3.25079	0
56	0.513064	0.993017	1.11773	69.0847	-4.85418	3.25079	0
57	0.503134	0.983456	1.10468	70.1893	-4.85418	3.25079	0
58	0.493299	0.973595	1.09144	71.2808	-4.85418	3.25079	0
59	0.483563	0.963457	1.078	72.3588	-4.85418	3.25079	0
60	0.473929	0.953064	1.0644	73.4232	-4.85418	3.25079	0
61	0.464398	0.942437	1.05064	74.4738	-4.85418	3.25079	0
62	0.454974	0.931595	1.03676	75.5106	-4.85418	3.25079	0
63	0.445658	0.920558	1.02276	76.5333	-4.85418	3.25079	0
64	0.436452	0.909345	1.00866	77.542	-4.85418	3.25079	0
65	0.427359	0.897974	0.994481	78.5365	-4.85418	3.25079	0
66	0.418379	0.886461	0.980232	79.5167	-4.85418	3.25079	0
67	0.409514	0.874824	0.965929	80.4826	-4.85418	3.25079	0
68	0.400766	0.863078	0.951586	81.4342	-4.85418	3.25079	0
69	0.392135	0.851238	0.937217	82.3714	-4.85418	3.25079	0
70	0.383623	0.839319	0.922834	83.2943	-4.85418	3.25079	0
71	0.37523	0.827334	0.908449	84.2027	-4.85418	3.25079	0
72	0.366956	0.815298	0.894073	85.0968	-4.85418	3.25079	0
73	0.358803	0.803221	0.879718	85.9765	-4.85418	3.25079	0
74	0.350771	0.791117	0.865394	86.8419	-4.85418	3.25079	0
75	0.34286	0.778996	0.85111	87.693	-4.85418	3.25079	0
76	0.33507	0.76687	0.836876	88.5299	-4.85418	3.25079	0
77	0.327401	0.754749	0.822701	89.3526	-4.85418	3.25079	0
78	0.319854	0.742642	0.808593	90.1612	-4.85418	3.25079	0
79	0.312427	0.730558	0.79456	90.9558	-4.85418	3.25079	0
80	0.305122	0.718507	0.78061	91.7364	-4.85418	3.25079	0
81	0.297937	0.706496	0.766748	92.5031	-4.85418	3.25079	0
82	0.290872	0.694533	0.752982	93.2561	-4.85418	3.25079	0
83	0.283926	0.682626	0.739319	93.9954	-4.85418	3.25079	0
84	0.2771	0.670781	0.725762	94.7212	-4.85418	3.25079	0
85	0.270392	0.659004	0.712319	95.4335	-4.85418	3.25079	0
86	0.263802	0.647302	0.698993	96.1325	-4.85418	3.25079	0
87	0.257329	0.635681	0.68579	96.8183	-4.85418	3.25079	0
88	0.250972	0.624145	0.672714	97.491	-4.85418	3.25079	0
89	0.244731	0.612699	0.659768	98.1508	-4.85418	3.25079	0
90	0.238604	0.601349	0.646956	98.7977	-4.85418	3.25079	0
91	0.232591	0.590097	0.634282	99.432	-4.85418	3.25079	0
92	0.22669	0.578949	0.621748	100.054	-4.85418	3.25079	0
93	0.2209	0.567907	0.609357	100.663	-4.85418	3.25079	0
94	0.215221	0.556976	0.597111	101.26	-4.85418	3.25079	0
95	0.209651	0.546157	0.585014	101.845	-4.85418	3.25079	0
96	0.20419	0.535455	0.573066	102.418	-4.85418	3.25079	0
97	0.198835	0.524871	0.56127	102.98	-4.85418	3.25079	0
98	0.193586	0.514407	0.549627	103.529	-4.85418	3.25079	0
99	0.188442	0.504066	0.538139	104.067	-4.85418	3.25079	0
100	0.183402	0.49385	0.526806	104.594	-4.85418	3.25079	0
101	0.178463	0.483761	0.515629	105.11	-4.85418	3.25079	0
102	0.173626	0.473799	0.50461	105.614	-4.85418	3.25079	0
103	0.168888	0.463966	0.493748	106.108	-4.85418	3.25079	0
104	0.164248	0.454263	0.483044	106.591	-4.85418	3.25079	0
105	0.159705	0.444691	0.472499	107.064	-4.85418	3.25079	0
106	0.155258	0.435251	0.462113	107.526	-4.85418	3.25079	0
107	0.150906	0.425943	0.451885	107.978	-4.85418	3.25079	0
108	0.146646	0.416769	0.441816	108.419	-4.85418	3.25079	0
109	0.142479	0.407727	0.431905	108.851	-4.85418	3.25079	0
110	0.138402	0.398819	0.422151	109.274	-4.85418	3.25079	0
111	0.134413	0.390045	0.412556	109.686	-4.85418	3.25079	0
112	0.130513	0.381404	0.403116	110.089	-4.85418	3.25079	0
113	0.126699	0.372897	0.393833	110.483	-4.85418	3.25079	0
114	0.12297	0.364523	0.384706	110.868	-4.85418	3.25079	0
115	0.119325	0.356282	0.375733	111.243	-4.85418	3.25079	0
116	0.115762	0.348173	0.366913	111.61	-4.85418	3.25079	0
117	0.11228	0.340197	0.358247	111.969	-4.85418	3.25079	0
118	0.108878	0.332352	0.349731	112.318	-4.85418	3.25079	0
119	0.105555	0.324637	0.341367	112.66	-4.85418	3.25079	0
120	0.102308	0.317053	0.333151	112.993	-4.85418	3.25079	0
121	0.0991377	0.309598	0.325084	113.318	-4.85418	3.25079	0
122	0.0960417	0.302272	0.317163	113.635	-4.85418	3.25079	0
123	0.093019	0.295074	0.309388	113.945	-4.85418	3.25079	0
124	0.0900682	0.288002	0.301757	114.246	-4.85418	3.25079	0
125	0.0871882	0.281055	0.294268	114.541	-4.85418	3.25079	0
126	0.0843777	0.274234	0.286921	114.827	-4.85418	3.25079	0
127	0.0816353	0.267536	0.279714	115.107	-4.85418	3.25079	0
128	0.07896	0.26096	0.272645	115.38	-4.85418	3.25079	0
129	0.0763504	0.254506	0.265712	115.646	-4.85418	3.25079	0
130	0.0738053	0.248172	0.258914	115.904	-4.85418	3.25079	0
131	0.0713236	0.241957	0.252251	116.157	-4.85418	3.25079	0
132	0.068904	0.23586	0.245719	116.402	-4.85418	3.25079	0
133	0.0665454	0.229879	0.239317	116.642	-4.85418	3.25079	0
134	0.0642466	0.224013	0.233044	116.875	-4.85418	3.25079	0
135	0.0620065	0.218261	0.226898	117.102	-4.85418	3.25079	0
136	0.0598239	0.212622	0.220877	117.323	-4.85418	3.25079	0
137	0.0576977	0.207093	0.214981	117.538	-4.85418	3.25079	0
138	0.0556267	0.201675	0.209206	117.747	-4.85418	3.25079	0
139	0.05361	0.196365	0.203551	117.95	-4.85418	3.25079	0
140	0.0516463	0.191162	0.198016	118.148	-4.85418	3.25079	0
141	0.0497347	0.186065	0.192597	118.341	-4.85418	3.25079	0
142	0.0478741	0.181071	0.187293	118.528	-4.85418	3.25079	0
143	0.0460633	0.176181	0.182103	118.71	-4.85418	3.25079	0
144	0.0443015	0.171393	0.177026	118.887	-4.85418	3.25079	0
145	0.0425876	0.166704	0.172058	119.059	-4.85418	3.25079	0
146	0.0409206	0.162114	0.167199	119.227	-4.85418	3.25079	0
147	0.0392994	0.157621	0.162446	119.389	-4.85418	3.25079	0
148	0.0377232	0.153224	0.157799	119.547	-4.85418	3.25079	0
149	0.036191	0.148921	0.153256	119.7	-4.85418	3.25079	0
150	0.0347018	0.144712	0.148814	119.849	-4.85418	3.25079	0
151	0.0332547	0.140593	0.144473	119.993	-4.85418	3.25079	0
152	0.0318487	0.136565	0.14023	120.134	-4.85418	3.25079	0
153	0.0304831	0.132626	0.136084	120.27	-4.85418	3.25079	0
154	0.0291568	0.128774	0.132034	120.402	-4.85418	3.25079	0
155	0.0278691	0.125008	0.128077	120.53	-4.85418	3.25079	0
156	0.026619	0.121327	0.124213	120.654	-4.85418	3.25079	0
157	0.0254057	0.117729	0.120439	120.774	-4.85418	3.25079	0
158	0.0242284	0.114212	0.116754	120.891	-4.85418	3.25079	0
159	0.0230863	0.110777	0.113157	121.004	-4.85418	3.25079	0
160	0.0219785	0.10742	0.109645	121.114	-4.85418	3.25079	0
161	0.0209043	0.104141	0.106218	121.22	-4.85418	3.25079	0
162	0.0198629	0.100938	0.102874	121.323	-4.85418	3.25079	0
163	0.0188535	0.0978108	0.0996113	121.423	-4.85418	3.25079	0
164	0.0178754	0.0947571	0.0964284	121.519	-4.85418	3.25079	0
165	0.0169279	0.0917759	0.093324	121.612	-4.85418	3.25079	0
166	0.0160101	0.088866	0.0902967	121.703	-4.85418	3.25079	0
167	0.0151214	0.086026	0.0873449	121.79	-4.85418	3.25079	0
168	0.0142612	0.0832546	0.0844672	121.875	-4.85418	3.25079	0
169	0.0134286	0.0805507	0.0816624	121.956	-4.85418	3.25079	0
170	0.0126231	0.0779129	0.0789289	122.035	-4.85418	3.25079	0
171	0.011844	0.0753401	0.0762654	122.111	-4.85418	3.25079	0
172	0.0110906	0.072831	0.0736706	122.185	-4.85418	3.25079	0
173	0.0103623	0.0703845	0.0711432	122.256	-4.85418	3.25079	0
174	0.00965844	0.0679993	0.0686818	122.325	-4.85418	3.25079	0
175	0.00897845	0.0656743	0.0662852	122.391	-4.85418	3.25079	0
176	0.0083217	0.0634083	0.063952	122.455	-4.85418	3.25079	0
177	0.00768762	0.0612001	0.0616811	122.517	-4.85418	3.25079	0
178	0.00707562	0.0590487	0.0594711	122.576	-4.85418	3.25079	0
179	0.00648513	0.0569529	0.057321	122.634	-4.85418	3.25079	0
180	0.0059156	0.0549117	0.0552294	122.689	-4.85418	3.25079	0
181	0.00536649	0.0529238	0.0531952	122.742	-4.85418	3.25079	0
182	0.00483725	0.0509883	0.0512173	122.793	-4.85418	3.25079	0
183	0.00432736	0.0491041	0.0492944	122.843	-4.85418	3.25079	0
184	0.00383632	0.0472701	0.0474255	122.89	-4.85418	3.25079	0
185	0.00336362	0.0454854	0.0456096	122.936	-4.85418	3.25079	0
186	0.00290877	0.0437488	0.0438454	122.979	-4.85418	3.25079	0
187	0.00247128	0.0420594	0.042132	123.022	-4.85418	3.25079	0
188	0.00205069	0.0404162	0.0404682	123.062	-4.85418	3.25079	0
189	0.00164652	0.0388183	0.0388532	123.101	-4.85418	3.25079	0
190	0.00125834	0.0372646	0.0372858	123.138	-4.85418	3.25079	0
191	0.000885695	0.0357542	0.0357652	123.174	-4.85418	3.25079	0
192	0.000528153	0.0342862	0.0342903	123.208	-4.85418	3.25079	0
193	0.000185291	0.0328597	0.0328602	123.241	-4.85418	3.25079	0
194	-0.000143306	0.0314738	0.0314741	123.273	-4.85418	3.25079	0
195	-0.000458044	0.0301275	0.030131	123.303	-4.85418	3.25079	0
196	-0.000759319	0.02882	0.02883	123.332	-4.85418	3.25079	0
197	-0.00104752	0.0275505	0.0275704	123.359	-4.85418	3.25079	0
198	-0.00132302	0.026318	0.0263513	123.385	-4.85418	3.25079	0
199	-0.0015862	0.0251219	0.0251719	123.411	-4.85418	3.25079	0
200	-0.00183742	0.0239611	0.0240315	123.435	-4.85418	3.25079	0
201	-0.00207703	0.022835	0.0229293	123.458	-4.85418	3.25079	0
202	-0.00230538	0.0217428	0.0218646	123.479	-4.85418	3.25079	0
203	-0.00252281	0.0206836	0.0208369	123.5	-4.85418	3.25079	0
204	-0.00272965	0.0196567	0.0198453	123.52	-4.85418	3.25079	0
205	-0.00292621	0.0186613	0.0188893	123.539	-4.85418	3.25079	0
206	-0.00311283	0.0176967	0.0179684	123.557	-4.85418	3.25079	0
207	-0.0032898	0.0167623	0.017082	123.574	-4.85418	3.25079	0
208	-0.00345742	0.0158571	0.0162297	123.59	-4.85418	3.25079	0
209	-0.00361599	0.0149807	0.0154109	123.606	-4.85418	3.25079	0
210	-0.0037658	0.0141322	0.0146253	123.62	-4.85418	3.25079	0
211	-0.00390712	0.013311	0.0138726	123.634	-4.85418	3.25079	0
212	-0.00404023	0.0125165	0.0131524	123.647	-4.85418	3.25079	0
213	-0.00416539	0.0117479	0.0124645	123.66	-4.85418	3.25079	0
214	-0.00428287	0.0110047	0.0118087	123.672	-4.85418	3.25079	0
215	-0.00439292	0.0102862	0.0111849	123.683	-4.85418	3.25079	0
216	-0.00449578	0.00959176	0.0105931	123.693	-4.85418	3.25079	0
217	-0.0045917	0.00892084	0.0100332	123.703	-4.85418	3.25079	0
218	-0.00468091	0.00827283	0.0095053	123.713	-4.85418	3.25079	0
219	-0.00476364	0.00764714	0.0090095	123.722	-4.85418	3.25079	0
220	-0.00484011	0.00704321	0.00854596	123.731	-4.85418	3.25079	0
221	-0.00491054	0.00646047	0.00811487	123.739	-4.85418	3.25079	0
222	-0.00497514	0.00589838	0.00771641	123.746	-4.85418	3.25079	0
223	-0.00503413	0.0053564	0.00735075	123.754	-4.85418	3.25079	0
224	-0.00508769	0.004834	0.00701799	123.761	-4.85418	3.25079	0
225	-0.00513603	0.00433068	0.00671816	123.767	-4.85418	3.25079	0
226	-0.00517934	0.00384592	0.0064511	123.774	-4.85418	3.25079	0
227	-0.0052178	0.00337923	0.00621648	123.78	-4.85418	3.25079	0
228	-0.00525159	0.00293013	0.00601372	123.786	-4.85418	3.25079	0
229	-0.00528089	0.00249814	0.00584196	123.792	-4.85418	3.25079	0
230	-0.00530587	0.0020828	0.00570003	123.798	-4.85418	3.25079	0
231	-0.0053267	0.00168365	0.00558645	123.803	-4.85418	3.25079	0
232	-0.00534354	0.00130024	0.00549946	123.809	-4.85418	3.25079	0
233	-0.00535654	0.000932153	0.00543704	123.814	-4.85418	3.25079	0
234	-0.00536586	0.000578948	0.005397	123.82	-4.85418	3.25079	0
235	-0.00537165	0.000240211	0.00537702	123.825	-4.85418	3.25079	0
236	-0.00537405	-8.44655e-05	0.00537472	123.83	-4.85418	3.25079	0
237	-0.00537321	-0.000395482	0.00538774	123.836	-4.85418	3.25079	0
238	-0.00536925	-0.000693228	0.00541382	123.841	-4.85418	3.25079	0
239	-0.00536232	-0.000978086	0.00545079	123.847	-4.85418	3.25079	0
240	-0.00535254	-0.00125043	0.00549666	123.852	-4.85418	3.25079	0
241	-0.00534004	-0.00151062	0.00554959	123.858	-4.85418	3.25079	0
242	-0.00532493	-0.00175903	0.00560794	123.863	-4.85418	3.25079	0
243	-0.00530734	-0.00199599	0.00567026	123.869	-4.85418	3.25079	0
244	-0.00528738	-0.00222184	0.00573524	123.875	-4.85418	3.25079	0
245	-0.00526516	-0.00243693	0.00580177	123.88	-4.85418	3.25079	0
246	-0.00524079	-0.00264157	0.00586888	123.886	-4.85418	3.25079	0
247	-0.00521438	-0.00283609	0.00593575	123.892	-4.85418	3.25079	0
248	-0.00518601	-0.0030208	0.00600166	123.898	-4.85418	3.25079	0
249	-0.00515581	-0.00319599	0.00606603	123.904	-4.85418	3.25079	0
250	-0.00512385	-0.00336196	0.00612834	123.91	-4.85418	3.25079	0
251	-0.00509023	-0.00351901	0.0061882	123.917	-4.85418	3.25079	0
252	-0.00505504	-0.00366742	0.00624527	123.923	-4.85418	3.25079	0
253	-0.00501836	-0.00380746	0.00629926	123.929	-4.85418	3.25079	0
254	-0.00498029	-0.0039394	0.00634997	123.936	-4.85418	3.25079	0
255	-0.00494089	-0.0040635	0.00639722	123.942	-4.85418	3.25079	0
256	-0.00490026	-0.00418002	0.00644089	123.948	-4.85418	3.25079	0
257	-0.00485846	-0.0042892	0.00648089	123.955	-4.85418	3.25079	0
258	-0.00481557	-0.0043913	0.00651715	123.961	-4.85418	3.25079	0
259	-0.00477165	-0.00448655	0.00654964	123.968	-4.85418	3.25079	0
260	-0.00472679	-0.00457518	0.00657836	123.974	-4.85418	3.25079	0
261	-0.00468104	-0.00465741	0.0066033	123.981	-4.85418	3.25079	0
262	-0.00463446	-0.00473347	0.0066245	123.988	-4.85418	3.25079	0
263	-0.00458713	-0.00480357	0.00664199	123.994	-4.85418	3.25079	0
264	-0.00453909	-0.00486792	0.00665583	124.001	-4.85418	3.25079	0
265	-0.00449041	-0.00492673	0.00666607	124.008	-4.85418	3.25079	0
266	-0.00444115	-0.00498018	0.00667278	124.014	-4.85418	3.25079	0
267	-0.00439134	-0.00502848	0.00667604	124.021	-4.85418	3.25079	0
268	-0.00434106	-0.0050718	0.00667593	124.028	-4.85418	3.25079	0
269	-0.00429034	-0.00511035	0.00667253	124.034	-4.85418	3.25079	0
270	-0.00423924	-0.00514428	0.00666594	124.041	-4.85418	3.25079	0
271	-0.00418779	-0.00517378	0.00665625	124.048	-4.85418	3.25079	0
272	-0.00413606	-0.00519902	0.00664355	124.054	-4.85418	3.25079	0
273	-0.00408407	-0.00522015	0.00662794	124.061	-4.85418	3.25079	0
274	-0.00403187	-0.00523734	0.00660952	124.068	-4.85418	3.25079	0
275	-0.00397949	-0.00525075	0.00658838	124.074	-4.85418	3.25079	0
276	-0.00392698	-0.00526052	0.00656462	124.081	-4.85418	3.25079	0
277	-0.00387438	-0.0052668	0.00653835	124.087	-4.85418	3.25079	0
278	-0.00382171	-0.00526973	0.00650965	124.094	-4.85418	3.25079	0
279	-0.00376901	-0.00526946	0.00647863	124.1	-4.85418	3.25079	0
280	-0.00371632	-0.00526611	0.00644538	124.107	-4.85418	3.25079	0
281	-0.00366366	-0.00525982	0.00641	124.113	-4.85418	3.25079	0
282	-0.00361106	-0.00525071	0.00637258	124.119	-4.85418	3.25079	0
283	-0.00355855	-0.00523891	0.00633321	124.126	-4.85418	3.25079	0
284	-0.00350616	-0.00522454	0.00629198	124.132	-4.85418	3.25079	0
285	-0.00345392	-0.00520772	0.00624899	124.138	-4.85418	3.25079	0
286	-0.00340184	-0.00518855	0.00620432	124.145	-4.85418	3.25079	0
287	-0.00334996	-0.00516714	0.00615805	124.151	-4.85418	3.25079	0
288	-0.00329828	-0.00514361	0.00611027	124.157	-4.85418	3.25079	0
289	-0.00324685	-0.00511806	0.00606107	124.163	-4.85418	3.25079	0
290	-0.00319567	-0.00509058	0.00601051	124.169	-4.85418	3.25079	0
291	-0.00314476	-0.00506127	0.00595869	124.175	-4.85418	3.25079	0
292	-0.00309415	-0.00503022	0.00590567	124.181	-4.85418	3.25079	0
293	-0.00304385	-0.00499754	0.00585153	124.187	-4.85418	3.25079	0
294	-0.00299387	-0.00496329	0.00579634	124.192	-4.85418	3.25079	0
295	-0.00294424	-0.00492758	0.00574017	124.198	-4.85418	3.25079	0
296	-0.00289496	-0.00489048	0.0056831	124.204	-4.85418	3.25079	0
297	-0.00284606	-0.00485207	0.00562518	124.209	-4.85418	3.25079	0
298	-0.00279754	-0.00481244	0.00556649	124.215	-4.85418	3.25079	0
299	-0.00274941	-0.00477164	0.00550707	124.221	-4.85418	3.25079	0
300	-0.0027017	-0.00472977	0.005447	124.226	-4.85418	3.25079	0
301	-0.0026544	-0.00468688	0.00538634	124.231	-4.85418	3.25079	0
302	-0.00260753	-0.00464304	0.00532513	124.237	-4.85418	3.25079	0
303	-0.0025611	-0.00459833	0.00526344	124.242	-4.85418	3.25079	0
304	-0.00251512	-0.00455279	0.00520132	124.247	-4.85418	3.25079	0
305	-0.00246959	-0.0045065	0.00513882	124.252	-4.85418	3.25079	0
306	-0.00242452	-0.00445951	0.00507598	124.257	-4.85418	3.25079	0
307	-0.00237993	-0.00441189	0.00501286	124.262	-4.85418	3.25079	0
308	-0.00233581	-0.00436367	0.00494951	124.267	-4.85418	3.25079	0
309	-0.00229217	-0.00431492	0.00488596	124.272	-4.85418	3.25079	0
310	-0.00224902	-0.00426569	0.00482227	124.277	-4.85418	3.25079	0
311	-0.00220637	-0.00421603	0.00475846	124.282	-4.85418	3.25079	0
312	-0.00216421	-0.00416598	0.00469459	124.287	-4.85418	3.25079	0
313	-0.00212255	-0.00411559	0.00463069	124.291	-4.85418	3.25079	0
314	-0.00208139	-0.0040649	0.0045668	124.296	-4.85418	3.25079	0
315	-0.00204074	-0.00401396	0.00450294	124.3	-4.85418	3.25079	0
316	-0.0020006	-0.0039628	0.00443917	124.305	-4.85418	3.25079	0
317	-0.00196097	-0.00391147	0.0043755	124.309	-4.85418	3.25079	0
318	-0.00192186	-0.00386	0.00431198	124.313	-4.85418	3.25079	0
319	-0.00188326	-0.00380843	0.00424863	124.318	-4.85418	3.25079	0
320	-0.00184517	-0.00375679	0.00418547	124.322	-4.85418	3.25079	0
321	-0.00180761	-0.00370512	0.00412254	124.326	-4.85418	3.25079	0
