
Current theta : [ -5.40542 , 3.46215 ] 


t	x[0]	x[1]	P	theta[0]	theta[1]	theta[2]
0	0.999	0.160592	1.01183	1.01183	-5.40542	3.46215	0
1	0.997394	0.219019	1.02116	2.03298	-5.40542	3.46215	0
2	0.995204	0.275312	1.03258	3.06557	-5.40542	3.46215	0
3	0.992451	0.329501	1.04572	4.11129	-5.40542	3.46215	0
4	0.989156	0.381615	1.06022	5.1715	-5.40542	3.46215	0
5	0.98534	0.43168	1.07575	6.24725	-5.40542	3.46215	0
6	0.981023	0.479724	1.09204	7.33929	-5.40542	3.46215	0
7	0.976226	0.525774	1.10881	8.4481	-5.40542	3.46215	0
8	0.970968	0.569855	1.12584	9.57394	-5.40542	3.46215	0
9	0.965269	0.611994	1.14293	10.7169	-5.40542	3.46215	0
10	0.959149	0.652218	1.15989	11.8768	-5.40542	3.46215	0
11	0.952627	0.690553	1.17659	13.0533	-5.40542	3.46215	0
12	0.945722	0.727026	1.19288	14.2462	-5.40542	3.46215	0
13	0.938451	0.761665	1.20865	15.4549	-5.40542	3.46215	0
14	0.930835	0.794498	1.2238	16.6787	-5.40542	3.46215	0
15	0.92289	0.825554	1.23825	17.9169	-5.40542	3.46215	0
16	0.914634	0.854863	1.25194	19.1689	-5.40542	3.46215	0
17	0.906086	0.882456	1.2648	20.4337	-5.40542	3.46215	0
18	0.897261	0.908363	1.27679	21.7104	-5.40542	3.46215	0
19	0.888177	0.932617	1.28788	22.9983	-5.40542	3.46215	0
20	0.878851	0.95525	1.29803	24.2964	-5.40542	3.46215	0
21	0.869299	0.976298	1.30723	25.6036	-5.40542	3.46215	0
22	0.859536	0.995794	1.31545	26.919	-5.40542	3.46215	0
23	0.849578	1.01377	1.32269	28.2417	-5.40542	3.46215	0
24	0.83944	1.03027	1.32896	29.5707	-5.40542	3.46215	0
25	0.829137	1.04533	1.33424	30.9049	-5.40542	3.46215	0
26	0.818684	1.05898	1.33854	32.2435	-5.40542	3.46215	0
27	0.808094	1.07127	1.34188	33.5853	-5.40542	3.46215	0
28	0.797381	1.08222	1.34426	34.9296	-5.40542	3.46215	0
29	0.786559	1.09189	1.3457	36.2753	-5.40542	3.46215	0
30	0.77564	1.10031	1.34621	37.6215	-5.40542	3.46215	0
31	0.764637	1.10751	1.34583	38.9673	-5.40542	3.46215	0
32	0.753562	1.11355	1.34456	40.3119	-5.40542	3.46215	0
33	0.742427	1.11845	1.34243	41.6543	-5.40542	3.46215	0
34	0.731242	1.12226	1.33947	42.9938	-5.40542	3.46215	0
35	0.72002	1.12503	1.33571	44.3295	-5.40542	3.46215	0
36	0.708769	1.12678	1.33116	45.6607	-5.40542	3.46215	0
37	0.697501	1.12756	1.32586	46.9865	-5.40542	3.46215	0
38	0.686226	1.12741	1.31983	48.3064	-5.40542	3.46215	0
39	0.674952	1.12637	1.31311	49.6195	-5.40542	3.46215	0
40	0.663688	1.12447	1.30573	50.9252	-5.40542	3.46215	0
41	0.652443	1.12176	1.2977	52.2229	-5.40542	3.46215	0
42	0.641226	1.11828	1.28907	53.512	-5.40542	3.46215	0
43	0.630043	1.11405	1.27987	54.7918	-5.40542	3.46215	0
44	0.618902	1.10912	1.27011	56.062	-5.40542	3.46215	0
45	0.607811	1.10352	1.25984	57.3218	-5.40542	3.46215	0
46	0.596776	1.09729	1.24907	58.5709	-5.40542	3.46215	0
47	0.585803	1.09046	1.23785	59.8087	-5.40542	3.46215	0
48	0.574899	1.08307	1.22619	61.0349	-5.40542	3.46215	0
49	0.564068	1.07514	1.21413	62.249	-5.40542	3.46215	0
50	0.553317	1.06672	1.20169	63.4507	-5.40542	3.46215	0
51	0.542649	1.05783	1.18889	64.6396	-5.40542	3.46215	0
52	0.532071	1.0485	1.17578	65.8154	-5.40542	3.46215	0
53	0.521586	1.03876	1.16236	66.9777	-5.40542	3.46215	0
54	0.511198	1.02865	1.14867	68.1264	-5.40542	3.46215	0
55	0.500912	1.01818	1.13473	69.2611	-5.40542	3.46215	0
56	0.49073	1.00739	1.12056	70.3817	-5.40542	3.46215	0
57	0.480656	0.996298	1.10618	71.4879	-5.40542	3.46215	0
58	0.470693	0.984931	1.09162	72.5795	-5.40542	3.46215	0
